standar,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGO,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,2,,El prestador de servicios de salud cuenta con procedimientos para utilizar una historia única y para el registro de entrada y salida de historias del archivo físico. Ello implica que el prestador de servicios de salud cuenta con un mecanismo para unificar la información de cada paciente y su disponibilidad para el equipo de salud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,3,,"Los medios electrónicos para la gestión de la historia clínica garantizan la confidencialidad y seguridad, así como el carácter permanente de registrar en esta y en otros registros asistenciales, sin que se puedan modificar los datos una vez se guarden los registros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,4,,Las historias clínicas cuentan con los componentes y los contenidos mínimos definidos en la normatividad que regula la materia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,5,,"La historia clínica y los registros asistenciales se diligencian en forma clara, legible, sin tachones, enmendaduras, intercalaciones, sin dejar espacios en blanco y sin utilizar siglas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,6,,"Cada anotación lleva la fecha y hora en la que se realiza, con el nombre completo y firma del autor de la misma.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,7,,El diligenciamiento de los registros de atención de la historia clínica se realiza simultánea o inmediatamente después de la atención en salud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,8,,La historia clínica y demás registros son conservados en archivo único garantizando la custodia y confidencialidad de los documentos o registros protegidos legalmente por reserva.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,9,,"El prestador de servicios de salud cuenta con un procedimiento de consentimiento informado que incluye mecanismos para verificar su aplicación, para que el paciente o usuario o su responsable aprueben o no documentalmente el procedimiento e intervención en salud a que va a ser sometido, previa información de los beneficios, riesgos, alternativas e implicaciones del acto asistencial.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,10,,"Cuando el prestador de servicios de salud utilice mecanismos electrónicos, ópticos o similares para generar, recibir, almacenar, o disponer datos de la historia clínica y para conservarlos, debe avalar que el mecanismo utilizado cumple con características de autenticidad, fiabilidad, integridad y disponibilidad del documento, de acuerdo con lo establecido en la normatividad vigente expedida por el Archivo General de la Nación, la Superintendencia de Industria y Comercio y el Ministerio de Tecnologías de información y Comunicaciones, para lo cual el prestador presentará un documento firmado por un ingeniero de sistemas con tarjeta profesional vigente certificando que el mecanismo usado por el prestador cumple con la normatividad mencionada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,11,,"Cuenta con los siguientes registros, cuando los prestadores de servicios de salud realicen el proceso de esterilización dentro del servicio y fuera de centrales de esterilización:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,11,11.1,"• Actividades documentadas y realizadas en el procedimiento de reúso de dispositivos médicos acorde con las recomendaciones del fabricante, incluyendo el número de reúsos por cada dispositivo esterilizado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,11,11.2,• Registro de cargas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,11,11.3,• Resultados del control de calidad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,11,11.4,• Listas del contenido de los paquetes que se esterilizan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,11,11.5,• Etiquetado de cada paquete que permita la trazabilidad de la esterilización.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,,"Cuando se realicen procedimientos de transfusión de sangre o sus componentes, cuenta con los siguientes registros:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.1,• Información de los componentes sanguíneos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.2,• Solicitud de los componentes sanguíneos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.3,• Muestras tomadas para la realización de pruebas pre transfusionales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.4,"• Muestras remitidas al Banco de Sangre y resultado de las pruebas pre transfusionales con el nombre del Banco de Sangre que las realizó, cuando el prestador no cuente con el servicio de gestión pre transfusional.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.5,• Información post-transfusional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.6,"• Informe ante la secretaría de salud departamental o distrital, o la entidad que tenga a cargo dichas competencias, sobre la estadística mensual de componentes sanguíneos transfundidos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.7,• Temperaturas de los equipos biomédicos que lo requieran.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.8,• Entrega para incineración de bolsas de sangre y de las unidades de sangre o componentes sanguíneos descartados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,12,12.9,"• Transfusiones en la historia clínica del paciente, que incluya como mínimo la razón para   la transfusión, el producto y volumen que fue transfundido y la hora de la transfusión.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,13,,"Las Instituciones Prestadoras de Servicios de Salud con servicios en la modality intramural para Hospitalización, hospitalización paciente crónico con y sin ventilador, cuidados intensivos neonatales, pediátricos y adultos, urgencias y servicios del grupo quirúrgico, cuentan con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,13,13.1,• Registro de donantes detectados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,13,13.2,• Registro de consulta del documento de voluntad anticipada de todos los pacientes fallecidos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,13,13.2,• Registros en la historia clínica de la información sobre el proceso de donación efectuado por los profesionales de salud inscritos ante el Instituto Nacional de Salud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural,11.1.6,14,,La historia clínica utilizada en la modality extramural es custodiada por el prestador de servicios de salud que oferta y presta el servicio de salud en la modality extramural y cuenta con los siguientes registros:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural domiciliaria,11.1.6,14,14.1,• Valoración de ingreso con el respectivo plan de tratamiento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural domiciliaria,11.1.6,14,14.2,• Nombre de los pacientes atendidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural domiciliaria,11.1.6,14,14.3,"• Registros de referencia y contrarreferencia, cuando se requieran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural domiciliaria,11.1.6,14,14.4,• Cuidados por parte del personal de salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural domiciliaria,11.1.6,14,14.5,• Cuidados encargados a la familia cuando aplique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.6,"• Registro de rutas, horarios y frecuencias de la prestación de los servicios ofertados.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.7,• Nombre de los pacientes atendidos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.8,• Nombre de los pacientes trasladados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.9,• Fecha y hora de ingreso al servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.10,• Cuidados por parte del personal de salud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.11,• Cuidados encargados a la familia cuando aplique.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.12,"• Registros de las fechas de llegada y de salida, cuando aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality extramural jornada de salud y unidad móvil,11.1.6,14,14.13,• Registros de las actividades realizadas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,15,,"Cuenta con: 
Documento firmado por un ingeniero de sistemas con tarjeta profesional vigente, que certifique:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,15,15.1,"• Los mecanismos que garanticen la custodia, seguridad confidencialidad y conservación integral, durante la transmisión y almacenamiento de la información contenida en la historia clínica y demás registros asistenciales y la reproducibilidad de la información de acuerdo con la legislación vigente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,15,15.2,"• Los mecanismos de compresión utilizados por el prestador para que la información recuperada corresponda al dato, imagen o señal original (compresión sin pérdidas).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,15,15.3,• El método utilizado para el uso de la firma electrónica o digital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,15,15.4,• La encriptación de la información para su transmisión y mecanismos de acceso a la misma de acuerdo con lo definido por el prestador de servicios de salud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,15,15.5,"• Los sistemas de seguridad y control de acceso a la aplicación, según tipo de usuario. cuando se utilizan sistemas de información compartidos o de acceso remoto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,16,,Plan de contingencia en caso de fallas del sistema activo o pérdida de datos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,17,,"Todos los eventos y transacciones que se realicen con ocasión de la prestación de servicios en la modality de telemedicina son documentados y almacenados, y son parte integral de la historia clínica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.6,18,,Registro de las atenciones realizadas en la modality de telemedicina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Todas las modalityes,11.1.7,1,,"Cuando el servicio interdependiente sea contratado, debe mediar un contrato o un acuerdo escrito entre las dos partes, en el que se establezca que el servicio interdependiente apoya el servicio principal, estableciendo como mínimo:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Todas las modalityes,11.1.7,1,1.1,• Calidad en la entrega de los productos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Todas las modalityes,11.1.7,1,1.2,• Procedimientos documentados de atención en cada servicio interdependiente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Todas las modalityes,11.1.7,1,1.3,• Tiempos de entrega de los productos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Todas las modalityes,11.1.7,1,1.4,• Supervisión al contratista que garantice la seguridad del resultado del producto contratado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Todas las modalityes,11.1.7,2,,"Cuando fuera de salas de cirugía, se realicen procedimientos bajo sedación y monitorización electroencefalográfica con video y radio; el prestador de servicios de salud tiene disponibilidad del servicio de transporte asistencial.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
